reconciliation_owner_status,remittance_advice_remark_code,remittance_advice_remark_code_description,claim_adjustment_reason_code,claim_adjustment_reason_code_description,no_approved_resubmissions,list_approved_resubmissions,no_rejected_resubmissions,list_rejected_resubmissions,no_denied_resubmissions,list_denied_resubmissions,no_partially_denied_resubmissions,list_partially_denied_resubmissions,unworked_claims_count,unworked_claims_list
NON_WORKABLE,N433,Resubmit this claim using only your National Provider Identifier (NPI).,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",21,"{130426,132777,136625,136631,136941,136955,137097,137159,137174,137192,137194,137247,137355,137476,137482,137611,137638,205965,229327,233370,464341,null}",2,"{190478,205999,null}",220,"{118882,118884,118885,118888,118897,118898,118925,118929,118930,118942,118946,118947,118974,119019,119082,119109,119129,119130,119131,119132,119135,119136,119139,119140,119142,119143,119144,119148,119149,119150,119153,119155,119156,119157,119162,119163,119169,119170,119171,119172,119173,119176,119180,119181,119183,119189,119191,119204,119219,119233,119260,119263,119267,119269,119273,119278,119279,119280,119288,119290,136619,136622,136633,136661,136665,136666,136677,136681,136682,136710,136752,136790,136823,136858,136862,136886,136902,136903,136907,136909,136911,136912,136915,136916,136930,136960,136972,136996,137089,137093,137094,137099,137112,137113,137116,137128,137129,137130,137133,137135,137142,137143,137147,137150,137153,137161,137168,137175,137178,137181,137191,137193,137200,137204,137208,137213,137214,137219,137223,137230,137275,137350,137365,137367,137375,137379,137391,137395,137413,137414,137457,137459,137462,137497,137498,137507,137512,137513,137514,137517,137520,137521,137522,137523,137526,137529,137530,137532,137533,137543,137545,137546,137556,137562,137563,137565,137568,137588,137590,137631,143349,143397,143422,143423,143425,143428,143429,143432,143433,143478,143487,143488,143489,143490,143491,143492,143494,143495,143496,143497,143498,143500,143501,143502,143503,143506,143512,143514,143542,143543,143544,143545,143546,143547,143548,143549,143550,143551,143552,143553,143554,143555,143556,143557,143558,143559,143561,182308,186669,190489,205972,206023,218295,232699,232701,233383,239823,464328,534507,535107}",12,"{119077,136850,136901,136995,136997,137148,137170,137566,143424,143427,143430,143615,null}",0,""
SITE_RESPONSIBILITY,N433,Resubmit this claim using only your National Provider Identifier (NPI).,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",2,"{143447,205980,null}",0,{null},9,"{118966,118991,119024,119039,119067,119079,119107,119216,119222,null}",12,"{136701,136726,136757,136771,136803,136820,136848,136877,136934,137274,143401,143448}",0,""
ATHELAS_RESPONSIBILITY,N517,Resubmit a new claim with the requested information.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},2,"{137166,325259}",0,{null},0,""
ATHELAS_RESPONSIBILITY,N519,Invalid combination of HCPCS modifiers.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",26,"{95116,126017,159156,229620,343072,393417,393418,426106,479508,546708,557267,603102,603179,603187,603199,603201,603213,603298,603299,603300,603308,603312,603315,603339,603343,603345,null}",4,"{317781,320332,479498,632559,null}",9,"{131156,142101,146888,147410,149301,227884,229606,320376,564535,null}",56,"{151596,402392,546703,546706,603103,603182,603198,603203,603206,603209,603214,603221,603223,603283,603284,603287,603288,603296,603297,603301,603302,603303,603304,603305,603306,603307,603309,603310,603311,603314,603316,603317,603318,603319,603320,603321,603322,603324,603325,603326,603327,603328,603329,603330,603331,603332,603335,603336,603337,603338,603340,603341,603342,603344,603346,603347,null}",1,{323617}
NON_WORKABLE,N519,Invalid combination of HCPCS modifiers.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},2,"{393260,557632,null}",4,"{52329,488985,557260,557263,null}",2,"{32768,244639}"
SITE_RESPONSIBILITY,N519,Invalid combination of HCPCS modifiers.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",1,"{331131,null}",3,"{147414,149163,619669,null}",2,"{201756,402397,null}",2,"{103700,149429,null}",4,"{276695,328075,379152,402397}"
ATHELAS_RESPONSIBILITY,N56,Procedure code billed is not correct/valid for the services billed or the date of service billed.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},0,{null},1,{401384},0,""
ATHELAS_RESPONSIBILITY,N572,This procedure is not payable unless appropriate non-payable reporting codes and associated modifiers are submitted.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},0,{null},3,"{401403,479412,577720}",1,{343546}
NON_WORKABLE,N572,This procedure is not payable unless appropriate non-payable reporting codes and associated modifiers are submitted.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},9,"{129169,129170,129171,129172,129173,129174,129175,129177,129178}",0,{null},0,""
ATHELAS_RESPONSIBILITY,N584,Not covered based on the insured's noncompliance with policy or statutory conditions.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},1,{402736},0,{null},0,""
NON_WORKABLE,N584,Not covered based on the insured's noncompliance with policy or statutory conditions.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",4,"{143331,371866,489788,489790}"
ATHELAS_RESPONSIBILITY,N644,Reimbursement has been made according to the bilateral procedure rule.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",1,"{587235,null}",0,{null},3,"{462458,462464,560489}",1,"{559748,null}",0,""
SITE_RESPONSIBILITY,N644,Reimbursement has been made according to the bilateral procedure rule.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},1,{462155},1,{366996},0,""
ATHELAS_RESPONSIBILITY,N657,This should be billed with the appropriate code for these services.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",987,"{43804,119015,119087,131987,136616,136618,136620,136621,136623,136624,136626,136627,136628,136629,136630,136632,136634,136635,136636,136637,136638,136639,136640,136641,136642,136643,136644,136645,136646,136647,136648,136649,136650,136651,136652,136653,136654,136655,136656,136657,136658,136659,136660,136662,136663,136664,136667,136668,136669,136670,136671,136672,136673,136674,136675,136676,136678,136679,136680,136683,136684,136685,136686,136687,136688,136689,136690,136691,136692,136693,136694,136695,136696,136697,136699,136700,136702,136703,136704,136705,136706,136707,136708,136709,136711,136712,136713,136714,136715,136716,136717,136718,136719,136720,136721,136722,136723,136724,136725,136727,136728,136729,136730,136731,136732,136733,136734,136735,136736,136737,136738,136739,136740,136741,136742,136743,136744,136745,136746,136747,136748,136749,136750,136751,136753,136754,136755,136756,136758,136759,136760,136761,136762,136763,136764,136765,136766,136767,136768,136769,136770,136772,136773,136777,136778,136779,136780,136781,136782,136783,136785,136786,136787,136788,136791,136792,136793,136794,136795,136796,136797,136798,136799,136800,136801,136802,136804,136806,136807,136808,136809,136811,136814,136815,136816,136817,136818,136819,136821,136822,136824,136825,136826,136827,136828,136829,136830,136831,136832,136833,136834,136835,136836,136837,136838,136839,136840,136841,136842,136843,136844,136845,136846,136847,136849,136852,136853,136854,136855,136857,136859,136860,136861,136863,136864,136865,136866,136867,136868,136869,136871,136872,136873,136876,136878,136879,136880,136881,136882,136883,136885,136887,136888,136889,136891,136892,136893,136894,136895,136896,136897,136899,136904,136905,136908,136910,136913,136917,136918,136919,136921,136922,136923,136924,136925,136926,136927,136928,136929,136931,136932,136935,136936,136937,136938,136939,136940,136942,136943,136944,136945,136946,136947,136948,136949,136950,136951,136952,136954,136956,136957,136958,136959,136961,136962,136964,136965,136966,136967,136968,136969,136970,136971,136973,136974,136975,136976,136977,136978,136979,136980,136981,136982,136983,136984,137018,137019,137020,137021,137025,137027,137028,137029,137031,137035,137037,137039,137043,137045,137046,137047,137050,137052,137053,137055,137059,137060,137062,137064,137066,137069,137072,137074,137077,137079,137080,137081,137084,137085,137087,137088,137090,137091,137092,137095,137096,137100,137101,137104,137106,137107,137109,137110,137111,137114,137115,137117,137118,137119,137120,137123,137127,137141,137145,137149,137151,137152,137154,137155,137156,137157,137158,137160,137162,137163,137164,137165,137167,137169,137171,137172,137173,137176,137177,137179,137180,137182,137183,137184,137185,137186,137187,137188,137189,137190,137195,137196,137197,137198,137199,137201,137202,137203,137205,137206,137207,137209,137210,137211,137212,137215,137216,137217,137218,137220,137221,137222,137224,137225,137226,137227,137228,137229,137232,137233,137234,137235,137236,137237,137238,137239,137240,137241,137244,137245,137246,137248,137249,137250,137251,137252,137253,137254,137255,137256,137257,137258,137259,137260,137261,137262,137263,137264,137265,137266,137267,137268,137269,137270,137271,137272,137273,137276,137277,137278,137279,137280,137281,137282,137283,137284,137285,137286,137287,137289,137291,137293,137296,137297,137298,137299,137300,137301,137302,137303,137304,137305,137306,137307,137308,137309,137310,137311,137312,137313,137315,137316,137317,137319,137320,137321,137322,137323,137324,137326,137327,137328,137329,137330,137331,137332,137333,137334,137335,137336,137337,137338,137339,137340,137341,137342,137343,137344,137345,137346,137347,137348,137349,137351,137352,137353,137354,137356,137358,137359,137360,137361,137362,137363,137364,137366,137368,137370,137371,137372,137373,137374,137376,137377,137378,137380,137381,137382,137389,137390,137392,137393,137394,137396,137400,137402,137403,137404,137405,137406,137407,137408,137409,137410,137411,137412,137415,137416,137417,137419,137420,137421,137422,137423,137424,137425,137426,137427,137428,137430,137437,137438,137439,137441,137445,137446,137447,137450,137451,137453,137454,137455,137456,137458,137463,137464,137466,137467,137469,137471,137472,137473,137474,137475,137477,137478,137479,137480,137483,137484,137487,137489,137491,137492,137493,137494,137503,137504,137506,137508,137509,137510,137511,137516,137519,137524,137528,137534,137536,137537,137540,137541,137544,137547,137548,137549,137550,137553,137555,137557,137560,137561,137564,137570,137572,137573,137574,137576,137577,137578,137580,137581,137583,137584,137585,137586,137587,137589,137591,137592,137593,137594,137595,137596,137597,137598,137599,137603,137604,137610,137612,137613,137615,137616,137617,137618,137619,137620,137623,137625,137626,137627,137630,137633,137634,137635,137637,137639,137642,137643,137645,137647,137648,137649,137650,137651,137653,137654,137659,137660,137661,137663,137664,137665,137666,137667,137668,137669,137676,137678,137681,137683,137685,137687,137688,137691,137692,137693,137694,137910,140057,143355,143359,143363,143373,143379,143380,143381,143383,143384,143386,143387,143388,143389,143390,143391,143392,143393,143394,143395,143396,143399,143400,143402,143404,143405,143406,143407,143408,143409,143410,143411,143412,143413,143414,143415,143416,143417,143418,143419,143420,143426,143434,143435,143436,143437,143438,143439,143440,143441,143443,143444,143445,143446,143449,143450,143451,143452,143453,143454,143455,143456,143457,143458,143459,143460,143462,143463,143464,143465,143466,143467,143468,143469,143470,143471,143472,143473,143474,143475,143476,143477,143479,143480,143481,143482,143483,143484,143486,143493,143504,143505,143507,143508,143509,143510,143511,143513,143515,143516,143517,143518,143519,143520,143521,143522,143523,143524,143525,143526,143527,143528,143529,143530,143531,143532,143533,143534,143536,143537,143538,143539,143541,143560,143562,143563,143564,143565,143566,143567,143568,143569,143571,143572,143573,143574,143575,143576,143577,143578,143579,143581,143582,143583,143584,143585,143587,143589,143590,143591,143592,143593,143594,143595,143596,143597,143598,143599,143600,143601,143602,143603,143605,143606,143607,143608,143609,143610,143611,143613,143614,143616,143617,143618,143619,143620,143622,143623,143624,143625,143626,143627,143628,143629,143630,173416,173604,185685,190477,190480,190487,190488,198541,205964,205967,205970,205971,205973,205978,205987,205990,205991,205992,205994,206005,206011,206026,206028,216865,216893,223189,233381,233382,233384,235048,239793,239822,247698,263786,263787,263789,263791,263792,263794,314769,314770,314773,314775,314787,314795,314797,316226,317544,325269,325270,325271,331399,331532,381039,418144,440489,440495,449004,462000,462001,462004,464373,472621,472622,472623,493489,493623,493650,493676,493680,493687,493700,493757,496839,501595,528927,528928,null}",4,"{190492,225530,632149,641112,null}",475,"{18968,118881,118883,118886,118887,118889,118890,118891,118892,118893,118894,118895,118896,118899,118900,118901,118902,118903,118904,118905,118906,118907,118908,118909,118910,118911,118912,118913,118914,118915,118916,118917,118918,118919,118920,118921,118922,118923,118924,118926,118927,118928,118931,118932,118933,118934,118935,118936,118937,118938,118939,118943,118944,118945,118948,118949,118950,118951,118952,118953,118954,118955,118956,118957,118958,118959,118960,118961,118962,118964,118965,118967,118968,118969,118970,118971,118972,118973,118975,118976,118977,118978,118979,118980,118981,118982,118983,118984,118985,118986,118987,118988,118989,118990,118992,118993,118994,118995,118996,118997,118998,118999,119000,119001,119002,119003,119004,119005,119006,119007,119008,119009,119010,119011,119012,119014,119016,119017,119018,119020,119021,119022,119023,119025,119026,119027,119028,119029,119030,119031,119032,119033,119034,119035,119036,119037,119038,119040,119041,119042,119043,119044,119045,119046,119047,119048,119049,119050,119051,119052,119053,119054,119055,119056,119057,119058,119059,119060,119061,119062,119063,119064,119065,119066,119068,119069,119070,119071,119072,119073,119074,119075,119076,119078,119080,119081,119083,119084,119085,119086,119088,119090,119091,119092,119093,119094,119095,119096,119097,119098,119099,119100,119101,119102,119103,119104,119105,119106,119108,119110,119111,119112,119113,119114,119115,119116,119117,119118,119119,119120,119121,119122,119123,119124,119125,119126,119127,119128,119133,119134,119137,119138,119141,119145,119146,119147,119151,119152,119154,119158,119159,119160,119164,119166,119167,119168,119174,119175,119177,119178,119179,119182,119184,119185,119187,119188,119190,119192,119193,119194,119195,119196,119198,119199,119200,119202,119203,119205,119206,119207,119208,119209,119210,119211,119212,119213,119214,119215,119217,119218,119220,119221,119223,119224,119225,119226,119227,119228,119229,119230,119231,119232,119234,119235,119236,119237,119238,119239,119240,119241,119242,119243,119244,119245,119246,119247,119248,119249,119251,119252,119253,119254,119255,119256,119257,119258,119259,119261,119262,119264,119265,119266,119268,119270,119271,119272,119274,119275,119276,119277,119281,119282,119283,119284,119285,119286,119287,119289,119291,119292,119293,119294,119295,119296,119297,119298,129368,136638,136698,136774,136776,136789,136810,136834,136875,136884,136890,136900,136920,136933,136963,137042,137068,137071,137086,137126,137166,137231,137242,137243,137292,137357,137369,137461,137542,137558,137567,137575,137672,137682,137684,143356,143361,143378,143382,143398,143421,143431,143440,143442,143461,143485,143499,143540,143580,143586,143588,143604,143621,190471,190484,205960,205961,205962,205968,205969,205981,205983,205985,205993,205995,205996,205997,205998,206000,206001,206002,206003,206006,206007,206008,206009,206010,206012,206013,206014,206015,206016,206017,206018,206019,206020,206021,206022,206024,206025,206027,218297,233378,233396,235106,249311,263790,263793,301883,314771,314779,314790,314792,322089,324326,324387,325176,325178,325179,325237,325242,325243,325245,325248,325259,331630,361150,402736,418776,461946,461947,461955,461957,461958,464326,464335,481556,483568,483601,544418,545933,558960,558961,558962,558963,570935,587638,611998,612003,null}",21,"{30586,33655,143612,186662,205958,205989,216863,216888,216892,233367,263787,263789,284867,286992,314769,314770,314797,324326,324384,528927,528928,null}",5,"{195671,471825,477908,577999,603148}"
NON_WORKABLE,N657,This should be billed with the appropriate code for these services.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",26,"{90183,130426,132777,136625,136631,136941,136955,137097,137159,137174,137192,137194,137247,137355,137476,137482,137611,137638,205965,229327,233370,239794,464341,472620,472625,475895,null}",4,"{190478,205999,296809,342973,null}",232,"{42952,118882,118884,118885,118888,118897,118898,118925,118929,118930,118942,118946,118947,118974,119019,119082,119109,119129,119130,119131,119132,119135,119136,119139,119140,119142,119143,119144,119148,119149,119150,119153,119155,119156,119157,119162,119163,119169,119170,119171,119172,119173,119176,119180,119181,119183,119189,119191,119204,119219,119233,119260,119263,119267,119269,119273,119278,119279,119280,119288,119290,136619,136622,136633,136661,136665,136666,136677,136681,136682,136710,136752,136790,136823,136858,136862,136886,136902,136903,136907,136909,136911,136912,136915,136916,136930,136960,136972,136996,137089,137093,137094,137099,137112,137113,137116,137128,137129,137130,137133,137135,137142,137143,137147,137150,137153,137161,137168,137175,137178,137181,137191,137193,137200,137204,137208,137213,137214,137219,137223,137230,137275,137350,137365,137367,137375,137379,137391,137395,137413,137414,137457,137459,137462,137497,137498,137507,137512,137513,137514,137517,137520,137521,137522,137523,137526,137529,137530,137532,137533,137543,137545,137546,137556,137562,137563,137565,137568,137588,137590,137631,142775,143349,143397,143422,143423,143425,143428,143429,143432,143433,143478,143487,143488,143489,143490,143491,143492,143494,143495,143496,143497,143498,143500,143501,143502,143503,143506,143512,143514,143542,143543,143544,143545,143546,143547,143548,143549,143550,143551,143552,143553,143554,143555,143556,143557,143558,143559,143561,151194,182308,186669,190489,205972,206023,218295,232699,232701,233383,239823,244757,263795,263796,277123,296760,371866,392307,402738,464328,472624,534507,535107,null}",12,"{119077,136850,136901,136995,136997,137148,137170,137566,143424,143427,143430,143615,null}",6,"{143331,205499,280676,371866,489788,489790}"
SITE_RESPONSIBILITY,N657,This should be billed with the appropriate code for these services.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",2,"{143447,205980,null}",0,{null},9,"{118966,118991,119024,119039,119067,119079,119107,119216,119222,null}",12,"{136701,136726,136757,136771,136803,136820,136848,136877,136934,137274,143401,143448}",3,"{411923,412702,539838}"
,N657,This should be billed with the appropriate code for these services.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",3,"{90283,249212,536713,null}",0,{null},4,"{90250,144672,461843,464372}",0,{null},0,""
ATHELAS_RESPONSIBILITY,N694,Alert: This reversal is due to a resubmission/change to the claim by the provider.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",2,"{173416,173604,null}",0,{null},1,"{539806,null}",0,{null},0,""
ATHELAS_RESPONSIBILITY,N704,Alert: You may not appeal this decision but can resubmit this claim/service with corrected information if warranted.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",8,"{310615,310618,310619,314853,314856,379953,437680,494740,null}",1,"{511207,null}",5,"{310711,314853,314858,420155,420320,null}",15,"{310017,310503,310612,310613,310614,310619,310620,314854,314855,314856,314857,314859,314861,314863,492829}",0,""
NON_WORKABLE,N704,Alert: You may not appeal this decision but can resubmit this claim/service with corrected information if warranted.,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",1,"{310617,null}",0,{null},0,{null},4,"{310617,314860,314862,314864}",0,""
NON_WORKABLE,N823,Incomplete/Invalid procedure modifier(s).,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",1,{151959},0,{null},0,{null},0,{null},0,""
SITE_RESPONSIBILITY,N823,Incomplete/Invalid procedure modifier(s).,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{120254}
ATHELAS_RESPONSIBILITY,NO_RARC,Placeholder RARC,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",1,"{141401,null}",0,{null},3,"{438810,529049,529050,null}",4,"{529043,529044,529045,529047,null}",2,"{54714,213886}"
NON_WORKABLE,NO_RARC,Placeholder RARC,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},2,"{164779,179144,null}",2,"{143699,143700,null}",1,"{101165,null}",0,""
SITE_RESPONSIBILITY,NO_RARC,Placeholder RARC,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},1,"{126718,null}",1,"{124694,null}",0,{null},2,"{134323,264555}"
ATHELAS_RESPONSIBILITY,,,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",54,"{58643,58644,72435,77662,77708,77710,83344,84094,84096,97507,105692,128045,142095,146891,150362,150881,152039,159131,259824,274724,274726,274734,302777,370955,539801,539803,539804,539805,539809,539811,539812,539813,539815,539817,539818,539819,539821,539822,539823,539824,539825,587232,587288,600412,600413,600418,600422,600425,600429,600437,608114,608115,608118,613185,null}",19,"{31807,34723,95612,202407,260792,310895,478413,478415,478416,478417,478418,478419,478420,479599,505690,590779,617200,617201,633684,null}",67,"{50035,51575,58076,69939,90112,95462,95464,95637,117178,126749,135341,149558,150915,150919,155799,159128,175960,175963,196142,202395,208683,214993,235133,240902,244811,266100,302779,315306,396076,396085,396086,396087,396088,402757,425184,475516,498738,516242,516252,516263,516264,516267,516268,516269,516270,516272,516276,516278,516284,516288,516293,516295,536934,539800,539806,539816,539820,560531,562073,570936,576888,594712,595046,595048,603295,603811,609687,null}",52,"{35321,49033,56824,56878,56879,72355,72358,72425,72427,72431,72432,72433,72639,78305,78311,138833,138843,138867,149347,280393,401403,464375,467918,504107,516229,516233,516235,516240,516245,516253,516262,516265,516266,516271,516273,516274,516275,516277,516279,516280,516281,516282,516283,516285,516286,516287,516289,516290,516291,516292,516294,546952,null}",0,""
NON_WORKABLE,,,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",1,"{498734,null}",5,"{85199,148337,180963,181932,249284,null}",14,"{33077,33084,88143,89115,103756,109659,130146,130395,140005,145645,151624,156345,170192,396528,null}",4,"{126795,143760,380306,380307,null}",0,""
SITE_RESPONSIBILITY,,,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",3,"{151946,420679,539814,null}",0,{null},7,"{85162,154148,162624,223215,371842,371844,489792,null}",3,"{56557,126675,155093,null}",0,""
ATHELAS_RESPONSIBILITY,,,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",30,"{21384,21385,21386,24175,24216,25991,28407,28412,28732,41985,54265,56264,65125,74044,77462,81121,477680,573487,576059,578324,583437,590438,599804,603136,603811,609687,609815,612027,616805,632071}"
NON_WORKABLE,,,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",17,"{20584,33077,51616,380306,380307,403952,427273,536283,561621,561622,561638,584344,584346,584348,584355,584362,599346}"
SITE_RESPONSIBILITY,,,4,"The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",16,"{85162,109943,125208,129493,142089,145297,146430,147370,162624,194983,275907,317894,371842,489792,528859,566109}"
NON_WORKABLE,N211,Alert: You may not appeal this decision.,40,"Charges do not meet qualifications for emergent/urgent care. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},1,{409673},0,{null},0,""
NON_WORKABLE,NO_RARC,Placeholder RARC,40,"Charges do not meet qualifications for emergent/urgent care. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{210224}
SITE_RESPONSIBILITY,NO_RARC,Placeholder RARC,40,"Charges do not meet qualifications for emergent/urgent care. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",3,"{407056,424702,433461}"
NON_WORKABLE,N211,Alert: You may not appeal this decision.,41,Discount agreed to in Preferred Provider contract.,0,{null},0,{null},1,{409673},0,{null},0,""
NON_WORKABLE,NO_RARC,Placeholder RARC,41,Discount agreed to in Preferred Provider contract.,0,"",0,"",0,"",0,"",1,{210224}
NON_WORKABLE,N211,Alert: You may not appeal this decision.,42,Charges exceed our fee schedule or maximum allowable amount. (Use CARC 45),0,{null},0,{null},1,{409673},0,{null},0,""
NON_WORKABLE,NO_RARC,Placeholder RARC,42,Charges exceed our fee schedule or maximum allowable amount. (Use CARC 45),0,"",0,"",0,"",0,"",1,{210224}
NON_WORKABLE,N211,Alert: You may not appeal this decision.,43,Gramm-Rudman reduction.,0,{null},0,{null},1,{409673},0,{null},0,""
NON_WORKABLE,NO_RARC,Placeholder RARC,43,Gramm-Rudman reduction.,0,"",0,"",0,"",0,"",1,{210224}
NON_WORKABLE,N211,Alert: You may not appeal this decision.,44,Prompt-pay discount.,0,{null},0,{null},1,{409673},0,{null},0,""
NON_WORKABLE,NO_RARC,Placeholder RARC,44,Prompt-pay discount.,0,"",0,"",0,"",0,"",1,{210224}
ATHELAS_RESPONSIBILITY,309,N/A,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},0,{null},3,"{404099,404178,467504}",0,{null},0,""
ATHELAS_RESPONSIBILITY,CRVL,N/A,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},0,{null},3,"{404099,404178,467504}",0,{null},0,""
ATHELAS_RESPONSIBILITY,HR,N/A,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),1,{420761},0,{null},0,{null},0,{null},0,""
ATHELAS_RESPONSIBILITY,M119,Missing/incomplete/invalid/ deactivated/withdrawn National Drug Code (NDC).,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},1,{463170},0,{null},0,{null},0,""
ATHELAS_RESPONSIBILITY,M127,Missing patient medical record for this service.,45,Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability),0,{null},0,{null},6,"{79899,79915,79919,79924,79926,79970}",0,{null},0,""
